bread @ global warming potential (GWP100) @ -15.51,corn @ global warming potential (GWP100) @ 8.48
2.2492266371540834,10.961413574869633
-5.999060970436317,0.5811528625799237
-7.255490826353741,8.735133840559522
-8.637379503776401,2.2283213975032776
-9.042132538006635,11.454329748674596
-9.4347285506347,7.23726075413008
-9.837010308100991,10.295960225158986
-11.322133590233468,12.680735172146896
-11.445535758364562,8.26943956383235
-11.645547227168237,20.755350843765058
-12.073654676365146,7.183365900982048
-12.165236858200808,12.859075441632957
-12.510198302522232,5.441323650974643
-13.706082595566391,0.7183424518520458
-13.769143642083884,7.907742959012397
-13.813468888312595,7.004004148378449
-13.901796946380392,12.736048659337278
-13.98613993211131,7.405880538580985
-14.079198615845614,5.82654896169473
-14.48266746252546,3.383059304247796
-16.78954043968842,9.822129688292037
-16.865292492562308,6.093962187768202
-17.235660248129047,18.85805855551378
-17.436705362965203,7.845721170065436
-17.78503109522583,5.955180904340059
-17.874595766858565,4.685803692371197
-18.218024370703912,16.656139324088265
-18.271109258976107,9.939412742844805
-18.840246332652207,14.524120324421027
-19.32876129956992,13.015951877798376
-19.73364117159569,4.311111664619841
-19.8477210647429,6.516964131838013
-19.9633818549424,3.664528159019512
-20.108255343143178,1.210707897126605
-20.109619314273864,3.2167465484569733
-20.681458273121294,7.727242585196187
-20.91283312955115,9.81032983863054
-21.31384034007789,6.40944762193321
-21.437615231603505,19.196162340395798
-21.939498630137685,2.86589530374646
-22.26800940199612,7.2919912693350035
-22.716213803062296,5.412498125274957
-22.818941400100933,0.8930648963511398
-23.428965334851327,9.065424608716196
-23.58108423417257,5.766530834155153
-23.6542288917038,7.93321939365752
-24.342444220549368,7.593900754866276
-24.56286309082989,3.3352007170601876
-24.584801634413854,7.525052340506326
-24.762083433735597,0.3548857302845225
-25.43394568771457,7.176270676739189
-25.87485984664908,13.885815708303323
-25.968109316294917,2.3074583400512925
-26.05847110103932,7.289477375811631
-26.187034003359607,6.173911197631361
-26.3618717979396,11.647263648531563
-26.82840202207983,1.8093604154954634
-26.882952891741837,10.615518267920947
-26.98750867755069,10.992915259272626
-28.044752803370493,4.641085595702406
-28.82415951778354,7.206590839033222
-29.5125996642579,7.5271496562175955
-29.80962772233136,20.94095519964906
-29.936015397155263,-2.4262194353922206
-30.367996616735503,1.9535771931569306
-31.12171378904366,2.6869322667115876
-31.378987767552623,5.0627186830915765
-32.12928840535985,1.2290091927002198
-32.31537000683044,7.052857490768158
-32.497380952749296,1.762427321402209
-34.513166903159565,5.124632345085033
-35.01143935027785,5.208784234656925
-36.16093153199935,5.755163247136231
-36.54104875926355,0.9047359964799551
-36.98817669857186,8.817160232819463
-37.43094944541908,4.5452752949035276
-38.2701805154948,12.42758115407667
-40.04245288145154,22.195527850395887
-40.09173276623071,12.0009664763291
-41.10270169491588,7.958816588063629
-41.22836016873627,3.4671403261435048
-41.66409827218239,2.3210561080404717
-42.30789979803951,0.12969319830469117
-45.36422379579649,0.9970789704096941
-45.654111400801845,3.784005070440339
-46.23358066740673,16.312652722131034
-46.84039178679927,5.436164743632176
-47.55858279805233,1.2074261645871316
-48.21585006557908,15.49549809110551
-50.78832123345804,10.521457235852246
-51.06525162880289,4.490222318496331
-51.915671987589405,8.588566480174359
-52.41315084761105,5.517998461027594
-53.87173768904497,4.569014097291395
-56.91796513782173,5.317611754564548
-58.59907700477888,5.7817351390509515
-63.08294717320664,2.5908630281896645
-63.11053353287174,13.981065856554718
-66.86260609460318,8.821485873789726
-68.14835538082076,4.119418956921695
